C:\Users\Austin\workspace\AutoSW\NE_4.txt
Channel 3
Record Number 1
2730,1.402
2740,1.493
2750,1.536
2760,1.574
2770,1.574
2780,1.558
2790,1.568
2800,1.558
2810,1.532
2820,1.52
2830,1.484
2840,1.467
2850,1.444
2860,1.427
2870,1.409
2880,1.351
2890,1.311
2900,1.284
2910,1.238
2920,1.205
2930,1.175
2940,1.137
2950,1.083
2960,1.04
2970,0.995
2980,0.93
2990,0.871
3000,0.814
3010,0.724
3020,0.637
3030,0.564
3040,0.521
3050,0.474
3060,0.412
3070,0.383
3080,0.333
3090,0.3
3100,0.299
3110,0.29
3120,0.278
3130,0.271
3140,0.29
3150,0.307
3160,0.336
3170,0.388
3180,0.419
3190,0.451
3200,0.495
3210,0.532
3220,0.576
3230,0.611
3240,0.644
3250,0.67
3260,0.684
3270,0.708
3280,0.728
3290,0.742
3300,0.757
3310,0.767
3320,0.786
3330,0.811
3340,0.837
3350,0.867
3360,0.882
3370,0.905
3380,0.937
3390,0.963
3400,0.97
3410,0.973
3420,0.967
3430,0.958
3440,0.935
3450,0.912
3460,0.882
3470,0.847
3480,0.799
3490,0.735
3500,0.656
3510,0.57
3520,0.482
3530,0.383
3540,0.277
3550,0.181
3560,0.085
3570,-0.01
3580,-0.084
3590,-0.15
3600,-0.2
3610,-0.242
3620,-0.267
3630,-0.278
3640,-0.278
3650,-0.266
3660,-0.249
3670,-0.236
3680,-0.208
3690,-0.178
3700,-0.14
3710,-0.101
3720,-0.071
3730,-0.04
3740,-0.015
3750,0.014
3760,0.042
3770,0.062
3780,0.081
3790,0.083
3800,0.077
3810,0.069
3820,0.049
3830,0.023
3840,-0.007
3850,-0.056
3860,-0.099
3870,-0.15
3880,-0.206
3890,-0.271
3900,-0.336
3910,-0.411
3920,-0.512
3930,-0.61
3940,-0.714
3950,-0.835
3960,-0.943
3970,-1.061
3980,-1.181
3990,-1.291
4000,-1.388
4010,-1.474
4020,-1.556
4030,-1.611
4040,-1.659
4050,-1.687
4060,-1.691
4070,-1.675
4080,-1.639
4090,-1.589
4100,-1.524
4110,-1.443
4120,-1.36
4130,-1.26
4140,-1.156
4150,-1.05
4160,-0.938
4170,-0.831
4180,-0.734
4190,-0.653
4200,-0.588
4210,-0.527
4220,-0.485
4230,-0.455
4240,-0.445
4250,-0.456
4260,-0.474
4270,-0.502
4280,-0.536
4290,-0.577
4300,-0.62
4310,-0.673
4320,-0.727
4330,-0.782
4340,-0.846
4350,-0.907
4360,-0.965
4370,-1.023
4380,-1.068
4390,-1.102
4400,-1.136
4410,-1.159
4420,-1.168
4430,-1.165
4440,-1.149
4450,-1.126
4460,-1.1
4470,-1.067
4480,-1.031
4490,-0.994
4500,-0.958
4510,-0.92
4520,-0.886
4530,-0.858
4540,-0.83
4550,-0.805
4560,-0.787
4570,-0.768
4580,-0.754
4590,-0.743
4600,-0.728
4610,-0.716
4620,-0.709
4630,-0.711
4640,-0.713
4650,-0.722
4660,-0.737
4670,-0.747
4680,-0.763
4690,-0.77
4700,-0.765
4710,-0.756
4720,-0.736
4730,-0.714
4740,-0.682
4750,-0.66
4760,-0.637
4770,-0.614
4780,-0.608
4790,-0.605
4800,-0.608
4810,-0.616
4820,-0.616
4830,-0.618
4840,-0.62
4850,-0.619
4860,-0.618
4870,-0.612
4880,-0.606
4890,-0.592
4900,-0.577
4910,-0.561
4920,-0.544
4930,-0.528
4940,-0.503
4950,-0.473
4960,-0.433
4970,-0.387
4980,-0.334
4990,-0.273
5000,-0.212
5010,-0.155
5020,-0.101
5030,-0.053
5040,-0.016
5050,0.017
5060,0.045
5070,0.064
5080,0.085
5090,0.095
5100,0.105
5110,0.115
5120,0.122
5130,0.129
5140,0.127
5150,0.125
5160,0.121
5170,0.117
5180,0.126
5190,0.136
5200,0.153
5210,0.183
5220,0.221
5230,0.265
5240,0.313
5250,0.369
5260,0.42
5270,0.469
5280,0.519
5290,0.559
5300,0.602
5310,0.634
5320,0.66
5330,0.685
5340,0.701
5350,0.718
5360,0.731
5370,0.74
5380,0.753
5390,0.76
5400,0.765
5410,0.768
5420,0.767
5430,0.763
5440,0.762
5450,0.76
5460,0.754
5470,0.756
5480,0.758
5490,0.761
5500,0.774
5510,0.79
5520,0.812
5530,0.836
5540,0.865
5550,0.891
5560,0.922
5570,0.952
5580,0.972
5590,0.989
5600,1.002
5610,1.007
5620,1.006
5630,1.006
5640,0.998
5650,0.981
5660,0.963
5670,0.942
5680,0.921
5690,0.905
5700,0.884
5710,0.866
5720,0.852
5730,0.843
5740,0.838
5750,0.829
5760,0.825
5770,0.824
5780,0.826
5790,0.83
5800,0.837
5810,0.848
5820,0.863
5830,0.879
5840,0.9
5850,0.923
5860,0.948
5870,0.965
5880,0.978
5890,0.985
5900,0.981
5910,0.971
5920,0.948
5930,0.916
5940,0.88
5950,0.841
5960,0.8
5970,0.758
5980,0.719
5990,0.687
6000,0.654
6010,0.627
6020,0.605
6030,0.583
6040,0.569
6050,0.559
6060,0.553
6070,0.549
6080,0.552
6090,0.553
6100,0.557
6110,0.564
6120,0.569
6130,0.578
6140,0.586
6150,0.598
6160,0.614
6170,0.628
6180,0.64
6190,0.65
6200,0.657
6210,0.67
6220,0.678
6230,0.685
6240,0.69
6250,0.691
6260,0.69
6270,0.684
6280,0.681
6290,0.672
6300,0.662
6310,0.645
6320,0.619
6330,0.596
6340,0.564
6350,0.53
6360,0.492
6370,0.453
6380,0.415
6390,0.37
6400,0.328
6410,0.283
6420,0.24
6430,0.203
6440,0.169
6450,0.139
6460,0.113
6470,0.094
6480,0.072
6490,0.057
6500,0.05
6510,0.042
6520,0.044
6530,0.043
6540,0.046
6550,0.05
6560,0.054
6570,0.061
6580,0.066
6590,0.067
6600,0.074
6610,0.071
6620,0.071
6630,0.065
6640,0.058
6650,0.047
6660,0.037
6670,0.019
6680,0.001
6690,-0.015
6700,-0.039
6710,-0.063
6720,-0.078
6730,-0.096
6740,-0.111
6750,-0.124
6760,-0.136
6770,-0.146
6780,-0.154
6790,-0.16
6800,-0.164
6810,-0.17
6820,-0.17
6830,-0.171
6840,-0.173
6850,-0.176
6860,-0.18
6870,-0.191
6880,-0.201
6890,-0.216
6900,-0.24
6910,-0.267
6920,-0.306
6930,-0.351
6940,-0.394
6950,-0.44
6960,-0.485
6970,-0.533
6980,-0.577
6990,-0.616
7000,-0.652
7010,-0.68
7020,-0.704
7030,-0.722
7040,-0.733
7050,-0.742
7060,-0.747
7070,-0.749
7080,-0.745
7090,-0.74
7100,-0.734
7110,-0.723
7120,-0.713
7130,-0.7
7140,-0.693
7150,-0.691
7160,-0.688
7170,-0.688
7180,-0.695
7190,-0.704
7200,-0.719
7210,-0.734
7220,-0.752
7230,-0.77
7240,-0.784
7250,-0.799
7260,-0.81
7270,-0.821
7280,-0.828
7290,-0.831
7300,-0.827
7310,-0.824
7320,-0.813
7330,-0.793
7340,-0.772
7350,-0.745
7360,-0.718
7370,-0.693
7380,-0.666
7390,-0.636
7400,-0.609
7410,-0.589
7420,-0.569
7430,-0.553
7440,-0.544
7450,-0.537
7460,-0.532
7470,-0.531
7480,-0.537
7490,-0.546
7500,-0.557
7510,-0.576
7520,-0.594
7530,-0.62
7540,-0.649
7550,-0.673
7560,-0.701
7570,-0.729
7580,-0.757
7590,-0.784
7600,-0.803
7610,-0.818
7620,-0.823
7630,-0.825
7640,-0.821
7650,-0.811
7660,-0.798
7670,-0.782
7680,-0.763
7690,-0.737
7700,-0.715
7710,-0.695
7720,-0.671
7730,-0.652
7740,-0.632
7750,-0.616
7760,-0.603
7770,-0.588
7780,-0.577
7790,-0.573
7800,-0.576
7810,-0.58
7820,-0.587
7830,-0.598
7840,-0.604
7850,-0.613
7860,-0.62
7870,-0.627
7880,-0.627
7890,-0.624
7900,-0.618
7910,-0.602
7920,-0.591
7930,-0.573
7940,-0.554
7950,-0.536
7960,-0.516
7970,-0.494
7980,-0.473
7990,-0.448
8000,-0.422
8010,-0.395
8020,-0.373
8030,-0.351
8040,-0.329
8050,-0.311
8060,-0.293
8070,-0.274
8080,-0.258
8090,-0.246
8100,-0.236
8110,-0.222
8120,-0.211
8130,-0.195
8140,-0.185
8150,-0.174
8160,-0.158
8170,-0.145
8180,-0.134
8190,-0.124
8200,-0.111
8210,-0.098
8220,-0.083
8230,-0.068
8240,-0.057
8250,-0.042
8260,-0.028
8270,-0.015
8280,0
8290,0.019
8300,0.037
8310,0.052
8320,0.066
8330,0.08
8340,0.092
8350,0.106
8360,0.119
8370,0.126
8380,0.134
8390,0.141
8400,0.144
8410,0.146
8420,0.148
8430,0.15
8440,0.152
8450,0.156
8460,0.157
8470,0.162
8480,0.169
8490,0.177
8500,0.192
8510,0.211
8520,0.232
8530,0.254
8540,0.275
8550,0.304
8560,0.329
8570,0.355
8580,0.383
8590,0.406
8600,0.429
8610,0.452
8620,0.469
8630,0.485
8640,0.503
8650,0.516
8660,0.527
8670,0.536
8680,0.544
8690,0.548
8700,0.547
8710,0.546
8720,0.545
8730,0.545
8740,0.545
8750,0.541
8760,0.539
8770,0.541
8780,0.54
8790,0.542
8800,0.549
8810,0.558
8820,0.568
8830,0.579
8840,0.591
8850,0.602
8860,0.619
8870,0.636
8880,0.652
8890,0.667
8900,0.682
8910,0.698
8920,0.71
8930,0.721
8940,0.737
8950,0.747
8960,0.764
8970,0.769
8980,0.778
8990,0.785
9000,0.79
9010,0.794
9020,0.798
9030,0.802
9040,0.806
9050,0.807
9060,0.809
9070,0.808
9080,0.81
9090,0.814
9100,0.814
9110,0.819
9120,0.819
9130,0.823
9140,0.821
9150,0.821
9160,0.824
9170,0.824
9180,0.825
9190,0.822
9200,0.817
9210,0.812
9220,0.806
9230,0.798
9240,0.787
9250,0.78
9260,0.767
9270,0.752
9280,0.741
9290,0.724
9300,0.709
9310,0.694
9320,0.679
9330,0.665
9340,0.65
9350,0.638
9360,0.622
9370,0.608
9380,0.599
9390,0.591
9400,0.584
9410,0.579
9420,0.576
9430,0.572
9440,0.571
9450,0.568
9460,0.566
9470,0.568
9480,0.566
9490,0.561
9500,0.558
9510,0.555
9520,0.552
9530,0.547
9540,0.541
9550,0.538
9560,0.531
9570,0.524
9580,0.515
9590,0.502
9600,0.491
9610,0.478
9620,0.461
9630,0.444
9640,0.426
9650,0.403
9660,0.381
9670,0.36
9680,0.338
9690,0.319
9700,0.298
9710,0.273
9720,0.254
9730,0.231
9740,0.21
9750,0.184
9760,0.161
9770,0.14
9780,0.114
9790,0.09
9800,0.063
9810,0.035
9820,0.01
9830,-0.01
9840,-0.032
9850,-0.054
9860,-0.07
9870,-0.089
9880,-0.107
9890,-0.117
9900,-0.133
9910,-0.141
9920,-0.15
9930,-0.161
9940,-0.171
9950,-0.181
9960,-0.191
9970,-0.204
9980,-0.217
9990,-0.226
10000,-0.241
10010,-0.255
10020,-0.268
10030,-0.284
10040,-0.3
10050,-0.315
10060,-0.329
10070,-0.348
10080,-0.361
10090,-0.381
10100,-0.403
10110,-0.421
10120,-0.438
10130,-0.455
10140,-0.473
10150,-0.491
10160,-0.505
10170,-0.521
10180,-0.535
10190,-0.548
10200,-0.561
10210,-0.57
10220,-0.582
10230,-0.593
10240,-0.602
10250,-0.609
10260,-0.618
10270,-0.621
10280,-0.62
10290,-0.623
10300,-0.619
10310,-0.62
10320,-0.624
10330,-0.623
10340,-0.625
10350,-0.626
10360,-0.633
10370,-0.638
10380,-0.646
10390,-0.657
10400,-0.668
10410,-0.682
10420,-0.695
10430,-0.708
10440,-0.722
10450,-0.739
10460,-0.756
10470,-0.769
10480,-0.788
10490,-0.806
10500,-0.815
10510,-0.828
10520,-0.836
10530,-0.844
10540,-0.852
10550,-0.855
10560,-0.855
10570,-0.849
10580,-0.845
10590,-0.84
10600,-0.83
10610,-0.82
10620,-0.812
10630,-0.802
10640,-0.789
10650,-0.78
10660,-0.768
10670,-0.759
10680,-0.75
10690,-0.737
10700,-0.73
10710,-0.722
10720,-0.711
10730,-0.699
10740,-0.69
10750,-0.684
10760,-0.677
10770,-0.672
10780,-0.668
10790,-0.657
10800,-0.654
10810,-0.651
10820,-0.649
10830,-0.644
10840,-0.642
10850,-0.637
10860,-0.629
10870,-0.626
10880,-0.617
10890,-0.608
10900,-0.601
10910,-0.59
10920,-0.577
10930,-0.566
10940,-0.549
10950,-0.53
10960,-0.512
10970,-0.499
10980,-0.483
10990,-0.466
11000,-0.451
11010,-0.433
11020,-0.416
11030,-0.401
11040,-0.385
11050,-0.371
11060,-0.357
11070,-0.345
11080,-0.328
11090,-0.318
11100,-0.305
11110,-0.29
11120,-0.282
11130,-0.272
11140,-0.262
11150,-0.256
11160,-0.245
11170,-0.235
11180,-0.224
11190,-0.215
11200,-0.205
11210,-0.195
11220,-0.186
11230,-0.173
11240,-0.16
11250,-0.149
11260,-0.139
11270,-0.127
11280,-0.119
11290,-0.11
11300,-0.094
11310,-0.081
11320,-0.072
11330,-0.058
11340,-0.046
11350,-0.033
11360,-0.02
11370,-0.008
11380,0.007
11390,0.021
11400,0.039
11410,0.05
11420,0.065
11430,0.079
11440,0.093
11450,0.108
11460,0.126
11470,0.145
11480,0.161
11490,0.178
11500,0.199
11510,0.216
11520,0.239
11530,0.26
11540,0.279
11550,0.305
11560,0.325
11570,0.346
11580,0.364
11590,0.383
11600,0.403
11610,0.42
11620,0.438
11630,0.453
11640,0.467
11650,0.481
11660,0.492
11670,0.504
11680,0.515
11690,0.53
11700,0.54
11710,0.548
11720,0.562
11730,0.573
11740,0.581
11750,0.594
11760,0.603
11770,0.616
11780,0.626
11790,0.636
11800,0.642
11810,0.651
11820,0.66
11830,0.667
11840,0.675
11850,0.678
11860,0.686
11870,0.688
11880,0.691
11890,0.693
11900,0.696
11910,0.705
11920,0.703
11930,0.701
11940,0.704
11950,0.703
11960,0.704
11970,0.705
11980,0.708
11990,0.708
12000,0.71
12010,0.712
12020,0.711
12030,0.714
12040,0.715
12050,0.717
12060,0.719
12070,0.722
12080,0.724
12090,0.722
12100,0.724
12110,0.726
12120,0.726
12130,0.729
12140,0.728
12150,0.727
12160,0.725
12170,0.723
12180,0.72
12190,0.717
12200,0.712
12210,0.705
12220,0.699
12230,0.69
12240,0.681
12250,0.672
12260,0.663
12270,0.653
12280,0.644
12290,0.635
12300,0.626
12310,0.611
12320,0.599
12330,0.589
12340,0.578
12350,0.569
12360,0.559
12370,0.546
12380,0.538
12390,0.528
12400,0.518
12410,0.51
12420,0.504
12430,0.497
12440,0.489
12450,0.481
12460,0.472
12470,0.465
12480,0.456
12490,0.448
12500,0.44
12510,0.43
12520,0.423
12530,0.411
12540,0.397
12550,0.388
12560,0.377
12570,0.364
12580,0.354
12590,0.34
12600,0.326
12610,0.312
12620,0.299
12630,0.285
12640,0.275
12650,0.261
12660,0.247
12670,0.233
12680,0.22
12690,0.207
12700,0.19
12710,0.176
12720,0.162
12730,0.145
12740,0.128
12750,0.108
12760,0.085
12770,0.068
12780,0.048
12790,0.029
12800,0.008
12810,-0.01
12820,-0.032
12830,-0.053
12840,-0.073
12850,-0.093
12860,-0.108
12870,-0.126
12880,-0.145
12890,-0.161
12900,-0.178
12910,-0.192
12920,-0.207
12930,-0.22
12940,-0.227
12950,-0.24
12960,-0.247
12970,-0.256
12980,-0.265
12990,-0.271
13000,-0.275
13010,-0.28
13020,-0.286
13030,-0.288
13040,-0.297
13050,-0.305
13060,-0.312
13070,-0.32
13080,-0.324
13090,-0.333
13100,-0.34
13110,-0.348
13120,-0.357
13130,-0.365
13140,-0.373
13150,-0.382
13160,-0.386
13170,-0.396
13180,-0.405
13190,-0.415
13200,-0.424
13210,-0.436
13220,-0.445
13230,-0.454
13240,-0.466
13250,-0.471
13260,-0.484
13270,-0.497
13280,-0.508
13290,-0.518
13300,-0.525
13310,-0.536
13320,-0.548
13330,-0.556
13340,-0.568
13350,-0.576
13360,-0.588
13370,-0.599
13380,-0.602
13390,-0.611
13400,-0.617
13410,-0.625
13420,-0.628
13430,-0.636
13440,-0.639
13450,-0.64
13460,-0.642
13470,-0.641
13480,-0.642
13490,-0.645
13500,-0.642
13510,-0.639
13520,-0.634
13530,-0.63
13540,-0.624
13550,-0.617
13560,-0.614
13570,-0.605
13580,-0.601
13590,-0.597
13600,-0.591
13610,-0.582
13620,-0.58
13630,-0.576
13640,-0.57
13650,-0.571
13660,-0.57
13670,-0.566
13680,-0.565
13690,-0.563
13700,-0.565
13710,-0.569
13720,-0.57
13730,-0.571
13740,-0.573
13750,-0.574
13760,-0.576
13770,-0.577
13780,-0.579
13790,-0.581
13800,-0.581
13810,-0.581
13820,-0.58
13830,-0.576
13840,-0.574
13850,-0.57
13860,-0.564
13870,-0.562
13880,-0.559
13890,-0.549
13900,-0.542
13910,-0.534
13920,-0.527
13930,-0.522
13940,-0.513
13950,-0.504
13960,-0.494
13970,-0.484
13980,-0.474
13990,-0.461
14000,-0.452
14010,-0.441
14020,-0.429
14030,-0.414
14040,-0.403
14050,-0.389
14060,-0.375
14070,-0.363
14080,-0.348
14090,-0.334
14100,-0.324
14110,-0.305
14120,-0.291
14130,-0.275
14140,-0.262
14150,-0.249
14160,-0.234
14170,-0.224
14180,-0.207
14190,-0.194
14200,-0.183
14210,-0.169
14220,-0.16
14230,-0.151
14240,-0.145
14250,-0.13
14260,-0.123
14270,-0.116
14280,-0.107
14290,-0.1
14300,-0.093
14310,-0.087
14320,-0.085
14330,-0.078
14340,-0.069
14350,-0.062
14360,-0.057
14370,-0.052
14380,-0.046
14390,-0.039
14400,-0.033
14410,-0.024
14420,-0.015
14430,-0.006
14440,0.002
14450,0.011
14460,0.02
14470,0.034
14480,0.045
14490,0.056
14500,0.073
14510,0.086
14520,0.103
14530,0.118
14540,0.134
14550,0.152
14560,0.172
14570,0.192
14580,0.209
14590,0.228
14600,0.246
14610,0.262
14620,0.28
14630,0.299
14640,0.317
14650,0.332
14660,0.347
14670,0.361
14680,0.371
14690,0.388
14700,0.398
14710,0.407
14720,0.42
14730,0.429
14740,0.436
14750,0.442
14760,0.447
14770,0.454
14780,0.463
14790,0.471
14800,0.474
14810,0.48
14820,0.483
14830,0.486
14840,0.489
14850,0.492
14860,0.5
14870,0.5
14880,0.501
14890,0.506
14900,0.505
14910,0.51
14920,0.511
14930,0.513
14940,0.518
14950,0.522
14960,0.525
14970,0.529
14980,0.531
14990,0.536
15000,0.541
15010,0.548
15020,0.554
15030,0.561
15040,0.566
15050,0.571
15060,0.578
15070,0.585
15080,0.595
15090,0.599
15100,0.602
15110,0.609
15120,0.61
15130,0.612
15140,0.615
15150,0.614
15160,0.616
15170,0.616
15180,0.615
15190,0.61
15200,0.608
15210,0.605
15220,0.602
15230,0.6
15240,0.597
15250,0.594
15260,0.59
15270,0.586
15280,0.584
15290,0.58
15300,0.582
15310,0.579
15320,0.574
15330,0.573
15340,0.571
15350,0.566
15360,0.562
15370,0.558
15380,0.555
15390,0.547
15400,0.543
15410,0.534
15420,0.525
15430,0.519
15440,0.508
15450,0.499
15460,0.49
15470,0.483
15480,0.471
15490,0.458
15500,0.454
15510,0.442
15520,0.435
15530,0.428
15540,0.417
15550,0.409
15560,0.402
15570,0.394
15580,0.384
15590,0.38
15600,0.371
15610,0.362
15620,0.357
15630,0.345
15640,0.336
15650,0.325
15660,0.317
15670,0.308
15680,0.297
15690,0.29
15700,0.277
15710,0.263
15720,0.256
15730,0.246
15740,0.238
15750,0.227
15760,0.218
15770,0.21
15780,0.199
15790,0.19
15800,0.178
15810,0.172
15820,0.163
15830,0.151
15840,0.143
15850,0.133
15860,0.125
15870,0.114
15880,0.105
15890,0.1
15900,0.09
15910,0.084
15920,0.074
15930,0.063
15940,0.056
15950,0.048
15960,0.04
15970,0.033
15980,0.026
15990,0.017
16000,0.008
16010,0
16020,-0.008
16030,-0.014
16040,-0.023
16050,-0.034
16060,-0.044
16070,-0.055
16080,-0.065
16090,-0.079
16100,-0.09
16110,-0.099
16120,-0.113
16130,-0.12
16140,-0.133
16150,-0.147
16160,-0.16
16170,-0.167
16180,-0.178
16190,-0.188
16200,-0.198
16210,-0.21
16220,-0.222
16230,-0.233
16240,-0.247
16250,-0.253
16260,-0.264
16270,-0.278
16280,-0.288
16290,-0.299
16300,-0.31
16310,-0.323
16320,-0.335
16330,-0.343
16340,-0.354
16350,-0.366
16360,-0.373
16370,-0.386
16380,-0.395
16390,-0.404
16400,-0.409
16410,-0.415
16420,-0.419
16430,-0.427
16440,-0.433
16450,-0.437
16460,-0.441
16470,-0.444
16480,-0.448
16490,-0.451
16500,-0.453
16510,-0.459
16520,-0.463
16530,-0.468
16540,-0.475
16550,-0.476
16560,-0.48
16570,-0.484
16580,-0.488
16590,-0.493
16600,-0.499
16610,-0.502
16620,-0.503
16630,-0.507
16640,-0.507
16650,-0.509
16660,-0.514
16670,-0.516
16680,-0.516
16690,-0.515
16700,-0.515
16710,-0.517
16720,-0.513
16730,-0.513
16740,-0.512
16750,-0.514
16760,-0.515
16770,-0.511
16780,-0.511
16790,-0.51
16800,-0.511
16810,-0.51
16820,-0.512
16830,-0.515
16840,-0.512
16850,-0.515
16860,-0.514
16870,-0.515
16880,-0.521
16890,-0.52
16900,-0.523
16910,-0.523
16920,-0.524
16930,-0.529
16940,-0.528
16950,-0.531
16960,-0.53
16970,-0.531
16980,-0.53
16990,-0.528
17000,-0.526
17010,-0.522
17020,-0.521
17030,-0.516
17040,-0.515
17050,-0.512
17060,-0.505
17070,-0.5
17080,-0.494
17090,-0.488
17100,-0.483
17110,-0.477
17120,-0.47
17130,-0.461
17140,-0.455
17150,-0.447
17160,-0.436
17170,-0.431
17180,-0.424
17190,-0.415
17200,-0.405
17210,-0.397
17220,-0.385
17230,-0.372
17240,-0.363
17250,-0.351
17260,-0.341
17270,-0.335
17280,-0.319
17290,-0.307
17300,-0.294
17310,-0.284
17320,-0.274
17330,-0.263
17340,-0.254
17350,-0.242
17360,-0.232
17370,-0.224
17380,-0.214
17390,-0.206
17400,-0.198
17410,-0.191
17420,-0.181
17430,-0.175
17440,-0.166
17450,-0.157
17460,-0.149
17470,-0.14
17480,-0.133
17490,-0.127
17500,-0.117
17510,-0.106
17520,-0.096
17530,-0.087
17540,-0.079
17550,-0.069
17560,-0.061
17570,-0.052
17580,-0.04
17590,-0.029
17600,-0.019
17610,-0.009
17620,0
17630,0.008
17640,0.022
17650,0.03
17660,0.041
17670,0.056
17680,0.066
17690,0.077
17700,0.088
17710,0.097
17720,0.111
17730,0.124
17740,0.139
17750,0.147
17760,0.16
17770,0.171
17780,0.18
17790,0.188
17800,0.2
17810,0.211
17820,0.218
17830,0.227
17840,0.234
17850,0.24
17860,0.25
17870,0.256
17880,0.262
17890,0.273
17900,0.279
17910,0.288
17920,0.294
17930,0.298
17940,0.309
17950,0.318
17960,0.329
17970,0.336
17980,0.343
17990,0.349
18000,0.356
18010,0.365
18020,0.373
18030,0.383
18040,0.387
18050,0.393
18060,0.398
18070,0.4
18080,0.408
18090,0.413
18100,0.414
18110,0.421
18120,0.424
18130,0.428
18140,0.428
18150,0.43
18160,0.434
18170,0.437
18180,0.442
18190,0.444
18200,0.447
18210,0.45
18220,0.452
18230,0.455
18240,0.457
18250,0.464
18260,0.465
18270,0.465
18280,0.471
18290,0.468
18300,0.471
18310,0.471
18320,0.471
18330,0.472
18340,0.472
18350,0.473
18360,0.47
18370,0.469
18380,0.467
18390,0.464
18400,0.466
18410,0.465
18420,0.464
18430,0.459
18440,0.458
18450,0.456
18460,0.453
18470,0.457
18480,0.456
18490,0.452
18500,0.453
18510,0.452
18520,0.451
18530,0.45
18540,0.45
18550,0.451
18560,0.452
18570,0.453
18580,0.451
18590,0.45
18600,0.45
18610,0.449
18620,0.45
18630,0.45
18640,0.451
18650,0.448
18660,0.443
18670,0.442
18680,0.439
18690,0.441
18700,0.437
18710,0.432
18720,0.428
18730,0.423
18740,0.418
18750,0.411
18760,0.406
18770,0.401
18780,0.393
18790,0.386
18800,0.377
18810,0.368
18820,0.359
18830,0.35
18840,0.342
18850,0.335
18860,0.328
18870,0.317
18880,0.307
18890,0.298
18900,0.289
18910,0.282
18920,0.275
18930,0.265
18940,0.257
18950,0.249
18960,0.242
18970,0.233
18980,0.227
18990,0.22
19000,0.212
19010,0.204
19020,0.196
19030,0.189
19040,0.181
19050,0.172
